avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct
1.51,4.8,5,1,King's Landing,6/7/2014,Android,1/11/2014,0,3,TRUE,50
1.21,5,5,1,Astapor,6/10/2014,iPhone,1/7/2014,0,1,FALSE,100
6.08,5,4,1,Astapor,1/4/2014,iPhone,1/1/2014,0,2,FALSE,50
0.9,5,,1,Astapor,3/5/2014,iPhone,1/4/2014,0,0,TRUE,100
4.63,5,5,1,Winterfell,1/10/2014,Android,1/10/2014,0,1,TRUE,100
1.68,4.8,4.6,1.08,King's Landing,6/6/2014,Android,1/9/2014,10.5,4,FALSE,100
15.29,2,,1,Winterfell,1/1/2014,Android,1/1/2014,0,1,TRUE,100
0.95,5,4,1,Astapor,1/12/2014,Android,1/11/2014,0,2,TRUE,0
9.55,5,5,1,Winterfell,1/31/2014,iPhone,1/31/2014,0,1,FALSE,100
1.27,5,,1,Winterfell,2/15/2014,iPhone,1/19/2014,0,1,FALSE,0
11.12,4.7,5,1,Astapor,3/31/2014,iPhone,1/20/2014,0,2,FALSE,66.7
7.67,5,,1.13,Winterfell,6/20/2014,iPhone,1/6/2014,50,0,TRUE,50
7.32,5,,1.25,Astapor,1/16/2014,iPhone,1/16/2014,100,1,FALSE,100
3.65,4.9,4.9,1,King's Landing,6/8/2014,iPhone,1/9/2014,0,10,TRUE,54.5
3.02,4.8,4.9,1.12,Winterfell,6/21/2014,iPhone,1/15/2014,9.5,4,TRUE,71.4
6.14,4.7,4.7,1.07,Winterfell,6/13/2014,Android,1/11/2014,10.9,1,FALSE,45.7
1.26,,5,1,King's Landing,6/5/2014,iPhone,1/12/2014,0,0,FALSE,100
11.05,5,5,1,Astapor,5/4/2014,Android,1/17/2014,0,3,FALSE,0
15.69,5,5,1,Winterfell,1/2/2014,Android,1/2/2014,0,1,FALSE,100
12.23,4.9,5,1,King's Landing,5/12/2014,iPhone,1/25/2014,0,0,FALSE,100
2.77,5,5,1.05,King's Landing,6/8/2014,iPhone,1/10/2014,20,1,TRUE,40
1.4,5,5,1.13,King's Landing,4/13/2014,Android,1/4/2014,50,0,FALSE,0
12,5,5,1,Winterfell,4/24/2014,Android,1/2/2014,0,2,TRUE,100
2.44,5,5,1,King's Landing,5/13/2014,Android,1/10/2014,0,0,FALSE,100
3.99,5,4.2,1.42,Winterfell,5/31/2014,Android,1/18/2014,41.7,3,FALSE,16.7
8.05,4.3,4.5,1,Astapor,6/1/2014,iPhone,1/28/2014,0,0,FALSE,33.3
2.84,5,3.5,1,Astapor,1/8/2014,iPhone,1/6/2014,0,2,FALSE,100
3.73,4.9,5,1.08,King's Landing,6/29/2014,iPhone,1/18/2014,12,3,FALSE,68
7.59,5,5,1,Astapor,5/2/2014,iPhone,1/16/2014,0,0,TRUE,100
2.68,4.4,5,1,Astapor,5/10/2014,Android,1/22/2014,0,1,FALSE,60
10.1,5,5,1,Astapor,5/23/2014,Android,1/14/2014,0,0,TRUE,100
7.82,5,,1.25,Astapor,1/18/2014,iPhone,1/18/2014,100,1,FALSE,0
2.86,4.7,4.8,1.14,Astapor,7/1/2014,Android,1/12/2014,9.1,0,TRUE,63.6
7.12,5,5,1,Astapor,1/14/2014,iPhone,1/14/2014,0,1,FALSE,100
2.77,5,5,1,King's Landing,6/14/2014,iPhone,1/7/2014,0,0,FALSE,0
3.8,5,4,1,King's Landing,1/10/2014,Android,1/10/2014,0,1,FALSE,100
9.9,4.6,4.4,1,Winterfell,3/24/2014,Android,1/6/2014,0,5,FALSE,100
3.38,5,,1,Astapor,6/17/2014,iPhone,1/21/2014,0,0,TRUE,100
6.16,4.8,3.6,1,Winterfell,5/18/2014,iPhone,1/19/2014,0,0,TRUE,33.3
1.82,5,5,1,King's Landing,6/17/2014,iPhone,1/18/2014,0,0,FALSE,100
4.21,4,,1,Astapor,6/28/2014,Android,1/17/2014,0,0,FALSE,0
2.98,5,,1,Winterfell,6/4/2014,iPhone,1/25/2014,0,0,TRUE,100
3.89,4,2,1,Winterfell,6/30/2014,iPhone,1/11/2014,0,2,FALSE,0
14.41,5,5,1,Winterfell,4/17/2014,iPhone,1/31/2014,0,0,TRUE,100
3.47,5,,1,Winterfell,1/25/2014,Android,1/25/2014,0,1,FALSE,0
6.89,5,,1.25,Winterfell,1/19/2014,Android,1/18/2014,100,1,FALSE,0
2.48,5,,1,Astapor,1/6/2014,iPhone,1/6/2014,0,1,TRUE,100
18.79,5,,1,Astapor,1/28/2014,iPhone,1/28/2014,0,1,FALSE,100
2.85,5,5,1,Astapor,2/20/2014,iPhone,1/11/2014,0,0,TRUE,100
2.03,5,5,1.13,Winterfell,1/25/2014,Android,1/24/2014,50,2,FALSE,50
2.63,4.6,4.8,1.11,Winterfell,6/27/2014,iPhone,1/8/2014,7.7,8,TRUE,74.4
3.52,5,5,1,Astapor,3/19/2014,Android,1/19/2014,0,0,FALSE,100
10.75,5,,1,King's Landing,6/27/2014,iPhone,1/2/2014,0,0,FALSE,66.7
6.63,5,,1,Astapor,1/5/2014,Android,1/5/2014,0,1,TRUE,0
6.47,5,,1,Astapor,5/10/2014,iPhone,1/9/2014,0,0,FALSE,0
1.81,4.1,4.3,1,Winterfell,3/22/2014,iPhone,1/28/2014,0,4,TRUE,44.4
8.43,5,,1,Astapor,1/11/2014,Android,1/10/2014,0,1,FALSE,0
3.86,4,,1,Winterfell,5/24/2014,iPhone,1/14/2014,0,0,FALSE,50
7.51,5,4.3,1.38,Winterfell,3/28/2014,iPhone,1/29/2014,25,0,TRUE,100
0.62,4.7,5,1.25,Winterfell,5/16/2014,iPhone,1/10/2014,33.3,0,FALSE,100
3,4.8,3.8,1,Astapor,5/26/2014,Android,1/29/2014,0,4,FALSE,83.3
6.38,5,,1.75,Winterfell,1/19/2014,Android,1/2/2014,100,1,FALSE,0
3.56,5,4,1,Winterfell,2/16/2014,Android,1/7/2014,0,0,FALSE,0
2.64,5,5,1,Astapor,2/16/2014,iPhone,1/11/2014,0,1,TRUE,0
1.92,4.8,3.6,1.02,Winterfell,6/29/2014,Android,1/25/2014,6.7,10,FALSE,63.3
1.18,5,4,1.25,Winterfell,1/12/2014,iPhone,1/9/2014,33.3,3,FALSE,33.3
3.81,4.6,4.8,1.05,Astapor,6/16/2014,iPhone,1/4/2014,8.6,3,TRUE,22.9
3.65,4.9,4.5,1.09,Winterfell,6/29/2014,iPhone,1/8/2014,12.5,3,FALSE,25
4.54,5,5,1.23,King's Landing,6/28/2014,iPhone,1/20/2014,40,2,TRUE,66.7
4.77,5,4.7,1.2,Astapor,5/30/2014,iPhone,1/26/2014,20,1,TRUE,40
5.16,4.8,4.9,1.07,Astapor,6/28/2014,Android,1/29/2014,3,7,TRUE,84.8
4.52,4.9,4.9,1.01,Winterfell,6/25/2014,iPhone,1/4/2014,5.9,5,TRUE,82.4
3.97,5,5,1.75,Winterfell,1/18/2014,iPhone,1/5/2014,100,2,FALSE,0
0.79,5,,1,Winterfell,1/25/2014,iPhone,1/24/2014,0,1,TRUE,100
1.41,5,3,1.38,Winterfell,2/1/2014,iPhone,1/31/2014,50,2,FALSE,100
1.55,5,5,1,King's Landing,1/13/2014,iPhone,1/13/2014,0,1,FALSE,100
4.85,4.8,4.3,1.06,Winterfell,6/26/2014,iPhone,1/6/2014,6.3,4,TRUE,75
3.68,5,5,1.03,Winterfell,6/16/2014,Android,1/23/2014,12.5,5,FALSE,75
10.98,3,1,1,Astapor,2/8/2014,iPhone,1/28/2014,0,1,FALSE,0
4.42,5,4,1,King's Landing,1/31/2014,Android,1/7/2014,0,4,FALSE,75
4.11,5,5,1,Astapor,4/19/2014,Android,1/14/2014,0,0,TRUE,25
4.28,4.6,4.9,1.05,Winterfell,6/30/2014,iPhone,1/31/2014,7.1,3,FALSE,50
2.07,5,5,1.5,Astapor,6/14/2014,iPhone,1/5/2014,33.3,0,TRUE,33.3
4.65,4.3,5,1.13,Winterfell,3/15/2014,iPhone,1/19/2014,25,2,FALSE,50
3.32,5,,1,Astapor,6/29/2014,iPhone,1/21/2014,0,0,FALSE,0
3.62,5,,1,Winterfell,1/26/2014,iPhone,1/26/2014,0,1,FALSE,0
2.06,4.6,4.1,1.17,Winterfell,6/20/2014,iPhone,1/7/2014,14.3,4,TRUE,52.4
5.41,5,5,1.33,Winterfell,6/8/2014,iPhone,1/20/2014,30.8,3,TRUE,84.6
8.85,5,4.5,1,Winterfell,6/4/2014,Android,1/7/2014,0,1,FALSE,100
6.55,5,,1,Astapor,6/19/2014,iPhone,1/16/2014,0,0,FALSE,100
2.81,4.5,5,1,Astapor,1/26/2014,Android,1/19/2014,0,2,FALSE,0
2.95,5,,1.75,Astapor,1/26/2014,iPhone,1/25/2014,100,1,FALSE,0
1.58,4.9,4.8,1.06,King's Landing,7/1/2014,iPhone,1/8/2014,9,2,FALSE,82.1
2.73,4.9,4.5,1.09,King's Landing,6/28/2014,iPhone,1/6/2014,18.5,2,TRUE,55.6
2.86,4.8,4.9,1,Astapor,2/26/2014,iPhone,1/25/2014,0,10,TRUE,72.7
14.57,5,4.7,1,Astapor,4/28/2014,Android,1/19/2014,0,1,FALSE,66.7
3.69,4.3,5,1,Astapor,5/11/2014,Android,1/17/2014,0,0,FALSE,0
1.58,5,3,1,Winterfell,6/24/2014,Android,1/10/2014,0,0,TRUE,100
1.83,4.8,3.8,1,Winterfell,5/26/2014,iPhone,1/2/2014,0,0,FALSE,0
10.83,5,5,1,Winterfell,1/20/2014,Android,1/19/2014,0,2,FALSE,0
3.63,4,,1,Winterfell,1/26/2014,iPhone,1/15/2014,0,1,FALSE,0
2.91,4.8,4.5,1,Winterfell,5/5/2014,iPhone,1/18/2014,0,4,TRUE,33.3
13.87,5,5,1,King's Landing,6/27/2014,iPhone,1/11/2014,0,0,FALSE,100
3.7,4.5,5,1.03,Winterfell,7/1/2014,Android,1/11/2014,5.9,8,FALSE,51.5
7.36,4.5,5,1.88,Winterfell,2/26/2014,Android,1/22/2014,100,1,FALSE,50
2.3,4.7,5,1,Winterfell,3/16/2014,iPhone,1/4/2014,0,0,FALSE,50
6.87,5,,1,Winterfell,1/8/2014,iPhone,1/8/2014,0,1,FALSE,100
2.45,4.5,4.9,1,Astapor,6/18/2014,iPhone,1/25/2014,0,9,FALSE,78.8
14.77,5,4.5,1,Astapor,3/31/2014,iPhone,1/29/2014,0,1,FALSE,50
4.23,4,4,1,Astapor,5/8/2014,Android,1/23/2014,0,0,FALSE,100
4.49,5,5,1,King's Landing,6/30/2014,iPhone,1/11/2014,0,0,TRUE,20
3.39,5,,1,Winterfell,5/8/2014,iPhone,1/19/2014,0,1,FALSE,75
2.61,5,5,1,Winterfell,1/22/2014,iPhone,1/21/2014,0,2,FALSE,100
1,4.7,5,1,King's Landing,5/8/2014,iPhone,1/19/2014,0,7,FALSE,63.2
6.57,4.4,5,1.05,Winterfell,6/29/2014,iPhone,1/4/2014,7.1,1,TRUE,42.9
5.1,5,5,1.29,Astapor,2/10/2014,iPhone,1/20/2014,33.3,6,FALSE,16.7
5.18,4.7,5,1,Astapor,6/22/2014,iPhone,1/9/2014,0,1,TRUE,66.7
7.55,5,4,1,Winterfell,1/21/2014,Android,1/13/2014,0,2,FALSE,100
4.73,4.9,4.4,1.06,Winterfell,5/11/2014,iPhone,1/18/2014,11.1,2,TRUE,22.2
3.1,5,4,1,Astapor,5/24/2014,iPhone,1/18/2014,0,0,FALSE,0
3.8,5,5,1.02,Astapor,6/28/2014,Android,1/13/2014,10,0,TRUE,80
5.44,5,4.3,1.3,Winterfell,3/30/2014,Android,1/4/2014,60,4,FALSE,0
3.34,4.8,4.6,1.2,Astapor,5/26/2014,iPhone,1/3/2014,40,1,FALSE,80
28.85,5,,1,Astapor,1/27/2014,Android,1/21/2014,0,1,FALSE,100
3.91,5,5,1,Winterfell,4/14/2014,Android,1/22/2014,0,1,FALSE,83.3
10.41,3.7,2.5,1.33,Winterfell,6/5/2014,iPhone,1/26/2014,33.3,3,FALSE,33.3
4.4,4.6,5,1,Winterfell,5/14/2014,Android,1/31/2014,0,3,FALSE,80
8.42,5,5,1,King's Landing,6/11/2014,iPhone,1/5/2014,0,0,FALSE,100
3.93,4.7,4.4,1,Winterfell,5/31/2014,iPhone,1/8/2014,0,2,FALSE,60
0.79,5,5,1.25,Winterfell,2/16/2014,iPhone,1/30/2014,50,2,FALSE,0
7.45,5,5,1,King's Landing,6/29/2014,iPhone,1/25/2014,0,1,FALSE,50
1.84,5,5,1,Winterfell,1/12/2014,iPhone,1/11/2014,0,2,FALSE,0
5.07,5,,1,Astapor,6/16/2014,iPhone,1/25/2014,0,0,TRUE,100
5.53,4.4,4,1,King's Landing,6/29/2014,iPhone,1/24/2014,0,0,FALSE,37.5
9.07,4.8,5,1,King's Landing,6/30/2014,Android,1/18/2014,0,1,TRUE,75
1.64,4.9,4.9,1.13,King's Landing,6/25/2014,iPhone,1/3/2014,24.2,1,FALSE,66.7
2.13,4.5,5,1.13,Astapor,4/26/2014,iPhone,1/17/2014,50,1,FALSE,50
7.28,5,4.3,1.75,Winterfell,2/9/2014,Android,1/28/2014,66.7,3,FALSE,33.3
4.75,4.9,4.8,1.04,King's Landing,6/28/2014,iPhone,1/12/2014,10.3,3,TRUE,69.2
9.31,5,,1,King's Landing,4/8/2014,iPhone,1/18/2014,0,0,FALSE,100
1.46,5,,1,King's Landing,3/29/2014,iPhone,1/22/2014,0,0,FALSE,0
3.39,4.8,4.7,1.02,Winterfell,6/26/2014,Android,1/5/2014,3,8,FALSE,72.7
9.73,5,5,1,Astapor,3/4/2014,iPhone,1/20/2014,0,0,FALSE,100
4.01,4.8,4.9,1.1,Astapor,6/14/2014,iPhone,1/25/2014,13.3,1,TRUE,6.7
6.28,5,,1,Winterfell,6/30/2014,iPhone,1/2/2014,0,1,TRUE,100
17.95,5,5,1,Winterfell,5/19/2014,Android,1/27/2014,0,0,FALSE,66.7
0.72,5,5,1,Winterfell,5/7/2014,iPhone,1/19/2014,0,0,FALSE,100
4.14,4.7,4.3,1,Winterfell,5/22/2014,iPhone,1/6/2014,0,4,FALSE,100
1.77,5,4,1,King's Landing,6/2/2014,iPhone,1/1/2014,0,0,TRUE,0
5.92,4.7,4.8,1.05,King's Landing,6/28/2014,iPhone,1/15/2014,11.7,30,TRUE,85.4
5.48,4.9,4.2,1.03,King's Landing,5/1/2014,iPhone,1/2/2014,12.5,0,TRUE,12.5
4.02,5,5,1,Astapor,4/21/2014,Android,1/11/2014,0,0,FALSE,100
2.12,5,4.3,1,Winterfell,1/3/2014,iPhone,1/2/2014,0,3,FALSE,100
3.95,4,,1,Astapor,2/2/2014,Android,1/30/2014,0,1,FALSE,0
10.79,5,5,1,Winterfell,1/27/2014,Android,1/23/2014,0,1,FALSE,100
28.08,5,5,1,King's Landing,1/24/2014,Android,1/22/2014,0,1,FALSE,100
18.75,5,5,1,Astapor,2/25/2014,Android,1/7/2014,0,0,FALSE,100
1.1,4.3,3.5,1,Winterfell,6/26/2014,Android,1/25/2014,0,2,FALSE,36.4
1.08,5,5,1,Winterfell,2/11/2014,Android,1/6/2014,0,1,FALSE,100
2.52,5,5,1,Winterfell,5/24/2014,iPhone,1/11/2014,0,1,FALSE,33.3
1.56,5,,1,Astapor,4/15/2014,Android,1/11/2014,0,0,FALSE,100
7.29,5,5,1,Winterfell,1/31/2014,iPhone,1/31/2014,0,1,TRUE,100
3.91,5,5,1,Winterfell,1/5/2014,iPhone,1/4/2014,0,2,FALSE,0
1.66,2.5,5,1.25,Astapor,1/29/2014,iPhone,1/28/2014,50,2,FALSE,100
6.98,4.3,5,1,Winterfell,6/4/2014,iPhone,1/26/2014,0,1,FALSE,100
2.94,5,5,1,Winterfell,3/16/2014,iPhone,1/8/2014,0,0,FALSE,0
4.3,4,3,1.19,Winterfell,1/26/2014,Android,1/10/2014,25,4,TRUE,25
5.31,5,4.2,1,King's Landing,2/20/2014,Android,1/10/2014,0,5,TRUE,57.1
3.43,,,1,Winterfell,5/20/2014,iPhone,1/28/2014,0,0,FALSE,100
3.29,5,,1,King's Landing,5/1/2014,iPhone,1/4/2014,0,0,FALSE,100
3.6,4.5,4,1,Winterfell,6/20/2014,iPhone,1/1/2014,0,1,TRUE,76.9
1.56,5,4,1,King's Landing,1/16/2014,iPhone,1/15/2014,0,3,FALSE,100
8.59,4.9,5,1.3,Astapor,5/22/2014,Android,1/16/2014,10,4,TRUE,40
3.63,4.2,5,1.05,Astapor,4/20/2014,Android,1/9/2014,20,4,FALSE,40
2.69,4.4,5,1,Winterfell,6/26/2014,iPhone,1/22/2014,0,0,TRUE,100
2.3,5,,2,Astapor,2/8/2014,Android,1/4/2014,100,0,FALSE,100
3.09,5,,1,Astapor,3/16/2014,iPhone,1/25/2014,0,0,FALSE,0
1.22,4.7,3,1,Astapor,3/6/2014,Android,1/21/2014,0,0,TRUE,100
5.98,5,4.5,1.11,King's Landing,6/29/2014,iPhone,1/26/2014,14.3,1,TRUE,57.1
12.75,5,5,1,Winterfell,4/4/2014,Android,1/26/2014,0,0,FALSE,100
4.54,4.7,4.2,1.04,Winterfell,6/28/2014,iPhone,1/11/2014,11.8,0,FALSE,47.1
4.77,5,5,1,Astapor,1/31/2014,iPhone,1/29/2014,0,1,FALSE,100
6.08,4.9,5,1,Astapor,3/7/2014,iPhone,1/18/2014,0,0,TRUE,100
4.41,4.7,4.5,1,Astapor,5/12/2014,iPhone,1/24/2014,0,5,TRUE,87.5
1.45,4.8,5,1.03,Winterfell,3/24/2014,Android,1/9/2014,8.7,10,FALSE,65.2
10.04,5,,1,Astapor,4/18/2014,iPhone,1/29/2014,0,1,TRUE,100
14.28,5,5,1,King's Landing,1/21/2014,iPhone,1/18/2014,0,1,FALSE,100
3.65,4.8,4.8,1.2,King's Landing,6/10/2014,iPhone,1/24/2014,27.3,4,FALSE,72.7
6.1,5,4.9,1.16,King's Landing,6/28/2014,iPhone,1/24/2014,28.6,2,FALSE,71.4
8.11,5,,1,Astapor,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0
1.33,5,4,2.13,Winterfell,4/3/2014,Android,1/21/2014,50,0,FALSE,100
13.11,5,,1,Winterfell,1/25/2014,Android,1/25/2014,0,1,FALSE,0
2.93,4.7,4.6,1.08,King's Landing,6/19/2014,iPhone,1/29/2014,13,4,TRUE,52.2
5.75,4.6,5,1.07,King's Landing,6/28/2014,iPhone,1/12/2014,7.1,3,TRUE,64.3
6.7,5,,1,Winterfell,1/26/2014,iPhone,1/26/2014,0,1,FALSE,0
10.71,4.6,4,1,Winterfell,5/24/2014,iPhone,1/28/2014,0,2,FALSE,87.5
4.21,5,5,1,Astapor,1/30/2014,iPhone,1/30/2014,0,1,FALSE,100
34.09,5,5,1,Winterfell,5/31/2014,Android,1/12/2014,0,0,TRUE,75
3.2,5,5,2,Winterfell,1/18/2014,Android,1/17/2014,100,1,FALSE,100
9.13,5,,1,Winterfell,1/19/2014,Android,1/19/2014,0,1,TRUE,0
1.19,5,4,1,Astapor,4/23/2014,Android,1/31/2014,0,0,TRUE,100
5.16,4.3,4.6,1.03,Winterfell,6/28/2014,iPhone,1/10/2014,6.3,1,TRUE,50
8.63,4,4,1,Astapor,4/22/2014,iPhone,1/11/2014,0,1,TRUE,50
7.14,5,5,1,Winterfell,1/12/2014,Android,1/12/2014,0,1,TRUE,0
2.72,4.7,4.5,1,Astapor,4/13/2014,iPhone,1/10/2014,0,1,FALSE,33.3
1.9,5,4.5,1,Astapor,5/11/2014,iPhone,1/4/2014,0,0,FALSE,50
2.56,5,,1,King's Landing,6/7/2014,iPhone,1/31/2014,0,0,FALSE,0
0,5,,1.75,King's Landing,5/23/2014,Android,1/7/2014,100,0,FALSE,100
2.67,4.3,4.6,1.03,Winterfell,6/29/2014,Android,1/12/2014,3.7,8,FALSE,63
1.84,5,5,1,Astapor,5/25/2014,iPhone,1/31/2014,0,0,TRUE,0
3.86,4.6,4.2,1,Winterfell,6/21/2014,Android,1/18/2014,0,0,FALSE,72.7
12.19,5,,1,King's Landing,2/19/2014,iPhone,1/17/2014,0,0,FALSE,100
3.82,5,5,1,Winterfell,5/14/2014,iPhone,1/23/2014,0,3,FALSE,75
30.4,5,,1,Astapor,1/17/2014,,1/17/2014,0,1,FALSE,100
14.03,5,5,1,King's Landing,6/14/2014,iPhone,1/31/2014,0,8,TRUE,25
6.03,5,4.5,1.04,Astapor,2/4/2014,Android,1/3/2014,16.7,5,FALSE,100
3.74,5,5,1,Astapor,3/12/2014,iPhone,1/15/2014,0,0,FALSE,100
2.89,4.6,4.9,1.04,Winterfell,5/31/2014,iPhone,1/9/2014,9.8,8,FALSE,51.2
4.41,4.6,4.8,1.13,Winterfell,6/30/2014,iPhone,1/5/2014,20,11,FALSE,41.4
18.24,5,,1,Astapor,6/24/2014,iPhone,1/6/2014,0,0,FALSE,100
9.22,5,4.3,1.06,Winterfell,4/29/2014,iPhone,1/16/2014,25,2,FALSE,75
1.31,4.4,5,1,King's Landing,6/19/2014,iPhone,1/7/2014,0,2,TRUE,100
2.23,5,,1,Winterfell,1/5/2014,Android,1/5/2014,0,1,FALSE,0
17.2,5,,1,King's Landing,6/20/2014,iPhone,1/16/2014,0,0,TRUE,100
31.82,5,5,1,Astapor,4/18/2014,iPhone,1/22/2014,0,1,FALSE,100
2,5,,1,Winterfell,1/5/2014,iPhone,1/1/2014,0,1,TRUE,0
10.62,5,5,1.17,King's Landing,6/29/2014,iPhone,1/23/2014,25,1,TRUE,33.3
6.05,4.6,4.3,1,Winterfell,6/25/2014,iPhone,1/7/2014,0,5,TRUE,71.4
3.38,5,5,1,Winterfell,1/15/2014,Android,1/15/2014,0,2,TRUE,100
3.88,4.8,5,1,Astapor,6/27/2014,Android,1/16/2014,0,2,FALSE,100
6.44,4.3,4.6,1.13,Winterfell,4/25/2014,Android,1/29/2014,12.5,0,FALSE,50
2.09,5,5,1,Winterfell,1/26/2014,iPhone,1/13/2014,0,4,TRUE,50
8.35,5,5,1,Astapor,6/21/2014,iPhone,1/11/2014,0,2,TRUE,100
4.66,4.9,4.5,1.04,Winterfell,6/30/2014,iPhone,1/8/2014,5.9,0,TRUE,41.2
2.17,4,5,1,Astapor,6/14/2014,iPhone,1/30/2014,0,0,TRUE,50
14,5,5,1,Astapor,3/7/2014,Android,1/17/2014,0,2,FALSE,100
5.16,4,5,1,Winterfell,1/26/2014,Android,1/25/2014,0,1,FALSE,0
0.96,4.7,5,1,Astapor,1/4/2014,Android,1/3/2014,0,3,TRUE,0
4.97,4.7,4,1,Astapor,3/1/2014,iPhone,1/3/2014,0,0,TRUE,66.7
5.09,4.9,5,1.05,Winterfell,5/25/2014,iPhone,1/18/2014,7.1,7,FALSE,78.6
2.88,5,5,1,Winterfell,1/19/2014,iPhone,1/18/2014,0,2,FALSE,0
16.39,5,,2.75,Winterfell,3/17/2014,iPhone,1/2/2014,100,0,FALSE,100
5.06,5,4,1.75,Astapor,1/19/2014,iPhone,1/19/2014,100,1,TRUE,0
7.71,5,,1,King's Landing,6/7/2014,iPhone,1/31/2014,0,0,FALSE,50
7.38,5,5,1,Winterfell,1/21/2014,iPhone,1/20/2014,0,1,TRUE,100
5.42,4.9,4.6,1,King's Landing,6/28/2014,iPhone,1/30/2014,0,3,FALSE,88.9
3.05,5,4,1,Winterfell,1/30/2014,iPhone,1/6/2014,0,3,FALSE,100
3.77,5,5,1.4,Astapor,2/16/2014,iPhone,1/25/2014,40,5,FALSE,40
15.38,5,5,1,Astapor,2/2/2014,iPhone,1/29/2014,0,2,FALSE,50
4.03,4.8,4.2,1.02,Winterfell,5/29/2014,iPhone,1/19/2014,6.3,15,TRUE,68.8
14.02,5,,1,Winterfell,1/21/2014,Android,1/20/2014,0,1,FALSE,100
5.32,4.8,4.3,1,Winterfell,5/19/2014,iPhone,1/21/2014,0,8,FALSE,100
4.19,4.8,5,1,King's Landing,5/20/2014,Android,1/13/2014,0,4,TRUE,80
2.46,4.3,4.7,1.13,Winterfell,6/19/2014,iPhone,1/7/2014,7.7,1,TRUE,69.2
18.01,5,5,1,Winterfell,3/16/2014,iPhone,1/19/2014,0,0,FALSE,0
1.87,5,,1,Winterfell,2/4/2014,iPhone,1/21/2014,0,1,TRUE,100
1.17,5,5,1,King's Landing,1/26/2014,iPhone,1/25/2014,0,1,TRUE,0
14.66,5,3,1,Winterfell,5/23/2014,iPhone,1/25/2014,0,0,FALSE,100
2.82,5,5,1,Astapor,6/29/2014,iPhone,1/16/2014,0,1,TRUE,85.7
3.84,4.8,3,1.29,Winterfell,6/29/2014,iPhone,1/15/2014,16.7,0,TRUE,16.7
2.99,4.7,5,1.12,Winterfell,6/21/2014,iPhone,1/17/2014,6.7,4,TRUE,80
12.31,5,,1,Winterfell,5/24/2014,Android,1/28/2014,0,0,FALSE,0
16.31,5,5,1,King's Landing,6/8/2014,iPhone,1/25/2014,0,0,FALSE,50
3.44,5,5,1,King's Landing,6/15/2014,iPhone,1/17/2014,0,1,FALSE,75
4.57,4.8,5,1.29,Winterfell,5/15/2014,Android,1/4/2014,33.3,1,FALSE,66.7
6.72,5,,1.25,Winterfell,5/25/2014,iPhone,1/20/2014,100,0,FALSE,0
1.8,5,,1,Astapor,1/8/2014,iPhone,1/7/2014,0,1,TRUE,100
10.96,5,5,1,Winterfell,1/14/2014,iPhone,1/3/2014,0,3,TRUE,100
2.01,4.3,4,1,Astapor,2/23/2014,iPhone,1/5/2014,0,2,TRUE,0
5.99,4.8,4.8,1.03,Astapor,5/30/2014,Android,1/21/2014,11.1,2,TRUE,61.1
2.6,4.5,4.3,1.5,Winterfell,2/25/2014,iPhone,1/1/2014,25,3,FALSE,100
2.16,5,5,1,Astapor,3/15/2014,iPhone,1/17/2014,0,0,FALSE,0
3.53,5,4,1.58,Astapor,4/26/2014,Android,1/23/2014,33.3,3,FALSE,66.7
6.85,4.9,5,1,Astapor,3/6/2014,Android,1/8/2014,0,5,FALSE,85.7
11.12,5,4.5,1,Winterfell,1/27/2014,iPhone,1/6/2014,0,2,FALSE,100
6.78,5,5,1,Astapor,3/2/2014,Android,1/12/2014,0,1,TRUE,0
2.65,4.4,4.8,1.1,Winterfell,6/29/2014,iPhone,1/4/2014,14.6,5,FALSE,64.6
1.73,4.6,4.3,1.1,Astapor,5/24/2014,iPhone,1/22/2014,21.1,7,TRUE,52.6
1.98,5,,1,King's Landing,1/18/2014,Android,1/14/2014,0,1,FALSE,0
1.78,4.7,4.3,1,King's Landing,6/6/2014,iPhone,1/25/2014,0,2,FALSE,33.3
18.95,5,5,1,Winterfell,4/9/2014,iPhone,1/23/2014,0,0,FALSE,100
11.13,4.9,4.6,1.25,Winterfell,6/22/2014,iPhone,1/6/2014,23.8,4,TRUE,23.8
5.19,4.7,4.7,1.02,Winterfell,6/29/2014,iPhone,1/1/2014,4,0,TRUE,88
2.25,5,5,1,King's Landing,6/14/2014,iPhone,1/3/2014,0,1,TRUE,33.3
18.11,5,5,1,Astapor,5/4/2014,iPhone,1/18/2014,0,0,FALSE,0
2.47,5,4.2,1.03,King's Landing,6/26/2014,iPhone,1/10/2014,11.1,1,FALSE,100
7.78,5,,1,Astapor,5/2/2014,Android,1/28/2014,0,1,FALSE,100
3.46,5,5,1,Astapor,6/27/2014,iPhone,1/1/2014,0,1,TRUE,100
6.34,4.5,4.7,1.1,Astapor,6/29/2014,Android,1/22/2014,20,2,FALSE,20
7.76,5,5,1.13,King's Landing,6/15/2014,iPhone,1/16/2014,12.5,1,FALSE,25
3.56,5,,1,Astapor,1/2/2014,iPhone,1/1/2014,0,1,TRUE,100
6.5,5,5,1.75,Astapor,1/31/2014,iPhone,1/30/2014,50,2,FALSE,100
